id,title,title_detail,img,title_ori,title_jpn,skor,produser,tipe,status,total_eps,durasi,tgl_rilis,studio,genre,data_sinopsis,data_eps
anime503,Kingdom Season 3 On-Going,Kingdom Season 3 Subtitle Indonesia,https://i0.wp.com/otakudesu.moe/wp-content/uploads/2020/04/Kingdom-Season-3-Sub-Indo.jpg, Kingdom Season 3, キングダム 第3シリーズ, 7.82, NHK, TV, Ongoing, ?, 25 Menit," Apr 6, 2020", Studio Signpost," Action, Historical, Military, Seinen","Season ke-3 dari anime Kingdom.Tonton juga cerita sebelumnya:
1.) Kingdom S1
2.) Kingdom S2
3.) Kingdom S3","[('Kingdom Season 3 Episode 14 Subtitle Indonesia', 'https://otakudesu.moe/kingdom-season-3-episode-14-subtitle-indonesia/', '19 Juli,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=NkRielV1MHpURC9UVi9McW8yZ0hQSUtEMWxyVWhLZmJUcC9HOG00amZxZz0='), ('Kingdom Season 3 Episode 13 Subtitle Indonesia', 'https://otakudesu.moe/kingdom-season-3-episode-13-subtitle-indonesia/', '28 Juni,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=T0lkQWdQVjAyUHJVZzBmb2o0QjFsdGRuak1pL0o4RWlGVS9kNGtPUWw0az0='), ('Kingdom Season 3 Episode 12 Subtitle Indonesia', 'https://otakudesu.moe/kingdom-season-3-episode-12-subtitle-indonesia/', '21 Juni,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=T0lkQWdQVjAyUHJVZzBmb2o0QjFscHAvcUhZZnFxTkdWYzNlM0lnUmRhUT0='), ('Kingdom Season 3 Episode 11 Subtitle Indonesia', 'https://otakudesu.moe/kingdom-season-3-episode-11-subtitle-indonesia/', '14 Juni,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=T0lkQWdQVjAyUHJVZzBmb2o0QjFsaTZxWERTZ0tlU3JwL0VFaFRSS3VLUT0='), ('Kingdom Season 3 Episode 10 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-10-sub-indo/', '7 Juni,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=cnQxd2VTSzlhZjc5WFFIMGk4b05lSTRrUFQ2SGxCb3BCMzd5aWFyZ1l0ST0='), ('Kingdom Season 3 Episode 9 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-9-sub-indo/', '31 Mei,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=THJmSll0dzdYZmVDU3pEK0JGN05WQTNPdmJaS2hSVFRndE9QZjZvM0gwND0='), ('Kingdom Season 3 Episode 8 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-8-sub-indo/', '24 Mei,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=THJmSll0dzdYZmVDU3pEK0JGN05WSnY4bmJHSHZwTlZTek05dkVwdTQ4VT0='), ('Kingdom Season 3 Episode 7 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-7-sub-indo/', '17 Mei,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=THJmSll0dzdYZmVDU3pEK0JGN05WSXdjdXdvWFN2eTluVFZDZGdPbjhqWT0='), ('Kingdom Season 3 Episode 6 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-6-sub-indo/', '10 Mei,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=THJmSll0dzdYZmVDU3pEK0JGN05WRTd3THI1c3NQMU95UUJKZkN4QW5pTT0='), ('Kingdom Season 3 Episode 5 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-5-sub-indo/', '3 Mei,2021', 'https://desustream.me/streamotakuchan/ondesu/?id=THJmSll0dzdYZmVDU3pEK0JGN05WTHVNNDNESU95akRxWHgxM0RBQ2ZpMD0='), ('Kingdom Season 3 Episode 4 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-4-sub-indo/', '27 April,2020', 'https://desustream.me/streamotakuchan/v2/?id=V3FnZnI3Q3ZqQStFUnBiQkNZOWY1TVVSS1pHRXBLRmJHVlBLQ2xKQXhVRT0='), ('Kingdom Season 3 Episode 3 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-3-sub-indo/', '20 April,2020', 'https://desustream.me/streamotakuchan/v2/?id=V3FnZnI3Q3ZqQStFUnBiQkNZOWY1RUhGS1h0bFUyY1NKandFa29zMVhyZz0='), ('Kingdom Season 3 Episode 2 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-2-sub-indo/', '13 April,2020', 'https://desustream.me/streamotakuchan/v2/?id=V3FnZnI3Q3ZqQStFUnBiQkNZOWY1RXJ6Vm9PNkdoSnNKNm1qUFVkTGxudz0='), ('Kingdom Season 3 Episode 1 Subtitle Indonesia', 'https://otakudesu.moe/kgdm-s3-episode-1-sub-indo/', '6 April,2020', 'https://desustream.me/streamotakuchan/v2/?id=V3FnZnI3Q3ZqQStFUnBiQkNZOWY1Q084eFNnQ1ptYk94RnJ4WlUyMlh4WT0=')]"
anime504,Kiniro Mosaic,Kiniro Mosaic (Episode 1 – 12) Subtitle Indonesia,https://i0.wp.com/otakudesu.moe/wp-content/uploads/2020/06/Kiniro-Mosaic-Sub-Indo.jpg, Kiniro Mosaic, きんいろモザイク, 7.29," Media Factory, Showgate", BD, Completed, 12, 24 Menit," Jul 6, 2013", Studio Gokumi," Comedy, School, Seinen, Slice of Life","Saat berumur 15 tahun Shinobu Oomiya pernah berpartisipasi dalam kegiatan homestay di inggris, di sana ia mengenal Anak kecil bernama Alice Cartelet yang merupakan putri dari tempat homestay-nya. Awalnya Alice enggan untuk bermain dengan Shinobu, terutama masalah komunikasi karena perbedaan bahasa yang jelas antara Iinggris dengan Jepang. Namun akhirnya mereka berdua menjadi seorang sahabat yang sangat dekat hingga perpisahan mereka dan Shinobu harus kembali ke Jepang.5 tahun kemudian, Shinobu menerima surat dari Alice yang menyebutkan bahwa ia akan homestay ke Jepang. Pertemuan kembali antara sepasang sahabat. Ia kini tinggal bersamanya, bahkan kini Alice mendaftar ke sekolah yang sama dengan Shinobu. Kisah mereka tak lupa bersama sahabat Shinobu yang lain yakni Aya & Youko, serta sahabat Alice yang berasal dari Inggris yaitu Karen.","[('Kiniro Mosaic Episode 12 (End) Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-12-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlTXF6T3NEa3c0R3g2bW1kaWVXOWo1Zz0='), ('Kiniro Mosaic Episode 11 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-11-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlQ1M2OXNGdzFsMjNhaDBOdFVXTlZPcz0='), ('Kiniro Mosaic Episode 10 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-10-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlS2QrL2VidEtGZTFRckZINmdkcHZIND0='), ('Kiniro Mosaic Episode 9 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-9-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlS1dlZ2ZxMHNlVFJmM3F5Y2E2dHBrVT0='), ('Kiniro Mosaic Episode 8 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-8-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlSGQ1S2xVSWx2aHZtelNTMk9Rb3dQVT0='), ('Kiniro Mosaic Episode 7 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-7-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlUGJ1MERxWmtqQm04OG1SditYMEZXTT0='), ('Kiniro Mosaic Episode 6 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-6-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlTm5yOUh5N095RVBhQ2treWtndzRTMD0='), ('Kiniro Mosaic Episode 5 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-5-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlS0ZSMDdUMTM3anhPdG9xWXppN0w4VT0='), ('Kiniro Mosaic Episode 4 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-4-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlR0N6VTB2TnY4d0ZOek85TE04TlA1MD0='), ('Kiniro Mosaic Episode 3 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-3-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlTk4zbHhKemxlZjcxaEsxNTAyeFRRdz0='), ('Kiniro Mosaic Episode 2 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-2-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlR00xQ3hQZEVnNEN5YjdNVW1iVEFBbz0='), ('Kiniro Mosaic Episode 1 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-episode-1-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlS0RkUmF3aTI4UTEwYXpyTEpnbUplTT0=')]"
anime505,Kiniro Mosaic Season 2,Kiniro Mosaic Season 2 (Episode 1 – 12) Subtitle Indonesia,https://i0.wp.com/otakudesu.moe/wp-content/uploads/2020/06/Kiniro-Mosaic-Season-2-Sub-Indo.jpg, Kiniro Mosaic Season 2, ハロー!!きんいろモザイク, 7.55," Genco, flying DOG, Showgate", BD, Completed, 12, 23 Menit," Apr 6, 2015", Studio Gokumi," Comedy, School, Seinen, Slice of Life",Season ke-2 dari anime Kiniro Mosaic.,"[('Kiniro Mosaic Season 2 Episode 12 (End) Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-12-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlR1RCSitXeHpUQzNDU1VyRW0yUmo4QT0='), ('Kiniro Mosaic Season 2 Episode 11 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-11-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlTkR6cUk0QjdIMDIwMFBIVGVaaXBmUT0='), ('Kiniro Mosaic Season 2 Episode 10 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-10-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlQ2xCLzBLdVY5YkRta3lGQ2tMUElrYz0='), ('Kiniro Mosaic Season 2 Episode 9 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-9-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlTGpXQzhGZkNwWU1FU0ZmeEc3dGhmUT0='), ('Kiniro Mosaic Season 2 Episode 8 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-8-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlTlVEM0QyNmlGT1lBRWEybHNyS3B1bz0='), ('Kiniro Mosaic Season 2 Episode 7 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-7-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlSTd6bDdwZW0zQktsTjNIbFlPT3NwYz0='), ('Kiniro Mosaic Season 2 Episode 6 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-6-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlR0RNY1RxdmQ1NDdNdE03NnBLYm13ND0='), ('Kiniro Mosaic Season 2 Episode 5 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-5-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlQ29xYUg3OGNZUXFSb1dTWVZWd1NxQT0='), ('Kiniro Mosaic Season 2 Episode 4 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-4-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlQndqQTlYUUdiSCtVQ0Z5WFI1b3dJOD0='), ('Kiniro Mosaic Season 2 Episode 3 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-3-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlUFRYdjlQcUZLWlVGUGNIVDFlNTU0ST0='), ('Kiniro Mosaic Season 2 Episode 2 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-2-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlTksxbFlXQTExNS9ucldSdnluNTYzVT0='), ('Kiniro Mosaic Season 2 Episode 1 Subtitle Indonesia', 'https://otakudesu.moe/knr-msc-s2-episode-1-sub-indo/', '18 Juni,2020', 'https://desustream.me/otakuplay/v2/?id=Q0l5QjNvTW9LQVg2VEJJdHRoNUVlSTZWTWJPeFloS2NEck5pQ0tyV3lJYz0=')]"
anime506,Kino no Tabi,Kino no Tabi (Episode 1 – 12) Subtitle Indonesia,https://i0.wp.com/otakudesu.moe/wp-content/uploads/2019/03/Kino-no-Tabi-Sub-Indo.jpg, Kino no Tabi, キノの旅 -the Beautiful World- the Animated Series, 7.61," Movic, Magic Capsule, ASCII Media Works, NBCUniversal Entertainment Japan, Egg Firm, Crunchyroll SC Anime Fund", TV, Completed, 12, 23 Menit," Oct 6, 2017", Lerche," Action, Adventure, Slice of Life","Kino no Tabi: The Beautiful World ini menceritakan tentang seorang pengembara bernama Kino. Ia menjelajah dunia ditemani oleh sahabatnya, yakni sebuah motor yang hidup dan dapat berbicara, Helmes.Mereka melewati dan mengunjungi banyak tempat serta negara yang memiliki adat, peradaban, aturan, masyarakat, dan kehidupan yang berbeda. Seringkali mereka menemui beberapa masalah dan konflik yang terjadi. Walaupun begitu, terdapat makna dan pelajaran dari setiap kejadian tersebut.Bagaimanakah kisah perjalanan mereka?","[('Kino no Tabi: The Beautiful World Episode 12 (End) Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-12-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpM3IxdE9kdFNPZ2pPSVB5Z0M1ZjIwND0='), ('Kino no Tabi: The Beautiful World Episode 11 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-11-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpNlhhditTb1RVclU3Z2Z2bTBFSlRLND0='), ('Kino no Tabi: The Beautiful World Episode 10 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-10-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpOXRER0tiZ0hFOGUxbk4rbGg4T3pNST0='), ('Kino no Tabi: The Beautiful World Episode 9 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-9-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpMlZnYmtLNkVIcHJweXd1bDUvb1FuMD0='), ('Kino no Tabi: The Beautiful World Episode 8 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-8-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpd2dRQjNXWkFJdEx6eGNaSk5zdG5Baz0='), ('Kino no Tabi: The Beautiful World Episode 7 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-7-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpNzZYdEMvbjBzTDFLSUo0d2V2QXZhZz0='), ('Kino no Tabi: The Beautiful World Episode 6 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-6-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpOG50OFBYakJiQzZja0dzVlpaZ0JSYz0='), ('Kino no Tabi: The Beautiful World Episode 5 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-5-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpMnVkb2xDekFTdVNFTkdNbFNJL21LOD0='), ('Kino no Tabi: The Beautiful World Episode 4 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-4-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpNE83dGlkcXNISm43Ly9ldmhzbkZiOD0='), ('Kino no Tabi: The Beautiful World Episode 3 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-3-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpOStXaFhMTW9jbENBRDEzdnhsaVNlcz0='), ('Kino no Tabi: The Beautiful World Episode 2 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-2-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpd0Fjc01wUUVPc3lzeHFOeWVYSzZNZz0='), ('Kino no Tabi: The Beautiful World Episode 1 Subtitle Indonesia', 'https://otakudesu.moe/kntb-bw-episode-1-sub-indo/', '2 Maret,2019', 'https://desustream.me/playdesu/v2/?id=RDFYWElWd01Zc3dVMzJGcVh6dVNpK2FjbGRRSjk4UTZGaDNmN0FpTmVHYz0=')]"
anime507,Kiseijuu: Sei no Kakuritsu,Kiseijuu: Sei no Kakuritsu BD (Episode 1 – 24) Subtitle Indonesia,https://i0.wp.com/otakudesu.moe/wp-content/uploads/2017/12/Kiseju-Sub-Indo.jpg, Kiseijuu, 寄生獣 セイの格率, 8.53, 寄生獣 セイの格率, BD, Completed, 24, 23 Menit / Episode," Oct 9, 2014 sampai Mar 26, 2015", Madhouse," Action, Drama, Horror, Psychological, Sci-Fi, Seinen","Parasyte -the maxim- | Berawal dari munculnya Alien yang datang ke Bumi, sesaat setelah turun ke bumi biasanya mereka hidup dengan cara merasuki manusia kemudian mengendalikan otak mereka, dan akhirnya mereka akan membunuh bahkan memakan sesama jenisnya agar dapat bertahan hidup.Bercerita tentang seorang remaja bernama Izumi Shinichi, Shinichi juga merupakan salah satu orang yang telah dirasuki oleh Parasyte tersebut, namun untungnya parastye tersebut gagal mengambil alih otaknya dan hanya mendapatkan tangan kanan sinichi sebagai tempatnya. dan akhirnya sinichi memberinya nama yaitu “Migi”.Shinichi dengan Parasyte yang merasuki tangannya terbilang akrab dan mereka akhirnya bekerja sama memberantas para parasyte lain yang mengancam kehidupan umat manusia.","[('Kiseijuu: Sei no Kakuritsu Episode 24 (End) Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-24-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFdHh1ejY2bUNxZEwzMGhKODlDUlRKVT0='), ('Kiseijuu: Sei no Kakuritsu Episode 23 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-23-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFb0MxVjJkZ3gxa3dEZ0d1QTNHZStTVT0='), ('Kiseijuu: Sei no Kakuritsu Episode 22 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-22-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFcFVEekxoSzRIeTllcWx3TUVPeTRiST0='), ('Kiseijuu: Sei no Kakuritsu Episode 21 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-21-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFamxSbWFQTGI0V0ZSNnR6QmNOWmx1MD0='), ('Kiseijuu: Sei no Kakuritsu Episode 20 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-20-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFc1VQOXlqYmZDZ2hYT0NraGxNbFM3VT0='), ('Kiseijuu: Sei no Kakuritsu Episode 19 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-19-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFalNMOFJaRjVRWnpUeFVkUS9nU1V6dz0='), ('Kiseijuu: Sei no Kakuritsu Episode 18 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-18-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFa0N0MklRTzFSd0VrbUtqb0ZtaDEyTT0='), ('Kiseijuu: Sei no Kakuritsu Episode 17 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-17-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFay9hZ01BcHR5T0plK3JmRGxuSTJ6bz0='), ('Kiseijuu: Sei no Kakuritsu Episode 16 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-16-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFcWVLQzRwRXJza01NcWJuc2RhYXY5TT0='), ('Kiseijuu: Sei no Kakuritsu Episode 15 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-15-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFcG1wQTZuclZBTVNubEE1RmU5SXZDWT0='), ('Kiseijuu: Sei no Kakuritsu Episode 14 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-14-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFbEFQYWJMdHNBRHVMUXBjN3NlRjFLaz0='), ('Kiseijuu: Sei no Kakuritsu Episode 13 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-13-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFcmErU2RIMlZFUlRRSkxxWk8rM0NwMD0='), ('Kiseijuu: Sei no Kakuritsu Episode 12 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-12-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFcFVyQWhrOGJ6Z1JUNTlQeU9ielM1cz0='), ('Kiseijuu: Sei no Kakuritsu Episode 11 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-11-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFbm1sUnFZNGl5V25CTExCdmNMdWQzWT0='), ('Kiseijuu: Sei no Kakuritsu Episode 10 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-10-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFbW5BaEJsbXN1MTdLN3VsNWtXY1VJUT0='), ('Kiseijuu: Sei no Kakuritsu Episode 9 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-9-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFc1FadXFtZytlTGd1aDVqRjJNbW9NOD0='), ('Kiseijuu: Sei no Kakuritsu Episode 8 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-8-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFcnBNaTdNSlVnQlVhMXRCT3dVcVFXRT0='), ('Kiseijuu: Sei no Kakuritsu Episode 7 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-7-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFckhNNnpGVHJjd0RCbVhlQlFFZGR1dz0='), ('Kiseijuu: Sei no Kakuritsu Episode 6 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-6-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFdjNraTlwRjU1RTk5WjloYU5rK3FnUT0='), ('Kiseijuu: Sei no Kakuritsu Episode 5 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-5-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFcjdKSGViTjBNbVJWbkc0RU9uTEorND0='), ('Kiseijuu: Sei no Kakuritsu Episode 4 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-4-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFb2hsQnJtU212cFlQWnhnaHJmbnFZMD0='), ('Kiseijuu: Sei no Kakuritsu Episode 3 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-3-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFaEdLK3IvRGl2SjFHUTB0S21hVkpLTT0='), ('Kiseijuu: Sei no Kakuritsu Episode 2 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-2-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFdlZ0Ty9WSlltdW1xdER3L2VmSFF4OD0='), ('Kiseijuu: Sei no Kakuritsu Episode 1 Subtitle Indonesia', 'https://otakudesu.moe/ksju-senkr-episode-1-sub-indo/', '29 Juni,2019', 'https://desustream.me/playdesu/v2/?id=NjYybzFPaDIxTExuZEFmT0w2MGRFbUo5R0NFM0pVTmZkMFNkNGdDdm1zaz0=')]"
